Id,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2059,2204_01,Europa,True,B/90/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Taraid Aillyber,1.0
2060,2205_01,Earth,False,E/157/S,TRAPPIST-1e,31.0,False,0.0,0.0,187.0,602.0,0.0,Brance Vandan,0.0
2061,2206_01,Earth,False,F/432/S,PSO J318.5-22,13.0,False,0.0,14.0,857.0,0.0,72.0,Elindy Callowery,
2062,2207_01,Earth,False,G/354/S,TRAPPIST-1e,20.0,False,546.0,0.0,228.0,0.0,0.0,Andine Hales,0.0
2063,2209_01,Earth,False,F/433/S,TRAPPIST-1e,29.0,False,1356.0,20.0,0.0,13.0,0.0,,
2064,2210_01,Earth,True,G/355/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Helly Hestes,0.0
2065,2211_01,Earth,False,F/434/S,TRAPPIST-1e,15.0,False,0.0,2347.0,0.0,380.0,0.0,Amela Hurles,1.0
2066,2212_01,Earth,False,F/445/P,TRAPPIST-1e,50.0,False,0.0,5.0,0.0,2170.0,0.0,Ebonyd Swanardy,0.0
2067,2215_01,Europa,False,A/27/S,55 Cancri e,41.0,True,0.0,29813.0,0.0,1257.0,6.0,Pulchib Quidedbolt,
2068,2215_02,Europa,False,A/27/S,TRAPPIST-1e,43.0,False,2.0,2229.0,33.0,6.0,198.0,,1.0
2069,2215_03,Europa,True,A/27/S,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Grafi Quidedbolt,1.0
2070,2215_04,Europa,False,A/27/S,,36.0,False,0.0,3206.0,0.0,698.0,72.0,Ranons Ingent,0.0
2071,2219_01,Earth,True,,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Milda Woodwin,1.0
2072,2220_01,Earth,False,G/357/S,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,Ralda Acobsond,
2073,2221_01,Earth,True,G/355/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Fisherry,1.0
2074,2223_01,Earth,False,G/358/S,TRAPPIST-1e,,False,0.0,86.0,0.0,252.0,570.0,Glena Vanglis,0.0
2075,2224_01,Earth,False,F/435/S,TRAPPIST-1e,14.0,False,0.0,600.0,0.0,204.0,0.0,Dessie Polloantes,1.0
2076,2225_01,Earth,True,G/356/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Willey Puckley,0.0
2077,2228_01,Mars,False,E/158/S,TRAPPIST-1e,63.0,False,1172.0,0.0,1.0,,0.0,Basps Rasty,0.0
2078,2229_01,Earth,False,F/437/S,TRAPPIST-1e,22.0,False,48.0,329.0,182.0,26.0,154.0,Ianya Norry,0.0
2079,2231_01,Mars,False,E/159/S,TRAPPIST-1e,32.0,False,2.0,416.0,26.0,510.0,0.0,Hon Late,0.0
2080,2232_01,Earth,False,F/438/S,55 Cancri e,31.0,False,0.0,14.0,671.0,1.0,3.0,Eriky Dyers,0.0
2081,2232_02,Earth,False,F/438/S,TRAPPIST-1e,24.0,False,0.0,1220.0,0.0,140.0,0.0,Adrie Dyers,0.0
2082,2233_01,Earth,False,G/359/P,TRAPPIST-1e,39.0,False,9.0,18.0,0.0,2.0,878.0,Nelle Alfordonard,0.0
2083,2234_01,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Newtch Gen,
2084,2234_02,Mars,True,F/448/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Resers Gread,1.0
2085,2234_03,Mars,False,E/134/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Apench Flité,0.0
2086,2234_04,Mars,False,E/134/P,55 Cancri e,20.0,False,552.0,8.0,1348.0,5.0,,Jet Gen,0.0
2087,2234_05,Mars,False,D/66/P,TRAPPIST-1e,31.0,False,21.0,0.0,1031.0,0.0,,Burs Flité,
2088,2234_06,Mars,True,F/448/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Shood Gen,
2089,2234_07,Mars,,F/448/P,TRAPPIST-1e,24.0,False,2538.0,0.0,61.0,0.0,0.0,Sumpid Gread,0.0
2090,2235_01,Earth,False,F/449/P,TRAPPIST-1e,27.0,False,203.0,539.0,0.0,0.0,0.0,Elica Tranciams,0.0
2091,2237_01,Europa,False,C/83/S,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,Skatik Fushausive,1.0
2092,2237_02,Europa,True,C/83/S,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Ruchban Fushausive,1.0
2093,2238_01,Europa,True,A/28/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Wasalm Droning,1.0
2094,2239_01,Earth,False,F/439/S,PSO J318.5-22,26.0,False,93.0,0.0,469.0,0.0,0.0,Kencey Franchaney,
2095,2241_01,Earth,False,F/451/P,TRAPPIST-1e,27.0,False,485.0,1109.0,921.0,0.0,1.0,Jacky Jacostaffey,0.0
2096,2243_01,Earth,False,G/362/P,TRAPPIST-1e,22.0,False,38.0,483.0,80.0,47.0,121.0,Thondy Booness,1.0
2097,2251_01,Europa,False,A/29/S,55 Cancri e,62.0,False,320.0,1179.0,756.0,4996.0,85.0,Yilduno Hoodjuded,0.0
2098,2251_02,Europa,False,A/29/S,TRAPPIST-1e,58.0,False,2.0,1.0,14.0,2.0,1153.0,Zaurion Hoodjuded,0.0
2099,2252_01,Earth,False,G/363/P,,37.0,False,0.0,1368.0,0.0,,960.0,Ernard Willy,0.0
2100,2253_01,Earth,False,G/359/S,TRAPPIST-1e,54.0,False,701.0,32.0,171.0,8.0,0.0,Cherry Cruzaley,0.0
2101,2254_01,Earth,False,F/455/P,TRAPPIST-1e,26.0,False,0.0,10.0,0.0,702.0,1.0,Beula Mcfaddenson,0.0
2102,2255_01,Europa,True,C/75/P,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,Tabdhib Spadicage,1.0
2103,2255_02,Europa,True,C/75/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Polah Spadicage,1.0
2104,2256_01,Earth,True,G/360/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Aarone Batestonley,1.0
2105,2257_01,Europa,False,C/76/P,TRAPPIST-1e,27.0,True,0.0,3341.0,,80.0,654.0,Atonea Diateous,1.0
2106,2257_02,Europa,True,B/66/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Nasliak Diateous,1.0
2107,2258_01,Earth,True,G/364/P,TRAPPIST-1e,46.0,False,,0.0,0.0,0.0,0.0,All Leonzaley,
2108,2261_01,Earth,False,F/441/S,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,Millia Bairdford,1.0
2109,2262_01,Earth,False,G/365/P,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,Clarry Kimpson,0.0
2110,2263_01,Earth,False,F/456/P,TRAPPIST-1e,42.0,False,0.0,0.0,32.0,772.0,0.0,Andie Burnewman,
2111,2264_01,Earth,False,F/442/S,TRAPPIST-1e,39.0,False,0.0,0.0,13.0,0.0,868.0,Lanedy Youngrayes,
2112,2266_01,Mars,False,F/457/P,TRAPPIST-1e,30.0,False,616.0,0.0,185.0,210.0,475.0,Dow Conca,0.0
2113,2267_01,Mars,False,E/161/S,TRAPPIST-1e,43.0,False,2318.0,0.0,647.0,81.0,0.0,Gratsp Meake,1.0
2114,2268_01,Earth,True,G/366/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Camiet Mcbriggins,
2115,2269_01,Mars,True,F/458/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Ork Blees,
2116,2270_01,Mars,False,F/459/P,TRAPPIST-1e,46.0,False,171.0,0.0,1257.0,5.0,0.0,Spuffs Fla,1.0
2117,2272_01,Earth,False,G/367/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,,1.0
2118,2272_02,Earth,True,,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Mela Quinnerettt,1.0
2119,2272_03,Earth,False,G/367/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Ricard Kirks,1.0
2120,2273_01,Earth,False,E/162/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,10.0,778.0,Timmy Hanner,0.0
2121,2274_01,Europa,True,C/79/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Alrairk Proorbeng,1.0
2122,2274_02,Europa,True,C/79/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Mino Shoeweely,1.0
2123,2275_01,Mars,False,F/460/P,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,Mos Tirt,0.0
2124,2277_01,Earth,False,G/362/S,TRAPPIST-1e,19.0,False,26.0,313.0,470.0,0.0,0.0,Diandy Wallerson,0.0
2125,2278_01,Europa,True,C/80/P,55 Cancri e,18.0,False,0.0,0.0,,0.0,0.0,Gemmam Crantiale,1.0
2126,2279_01,Europa,False,B/91/S,55 Cancri e,47.0,False,0.0,140.0,,85.0,3970.0,Axionon Pippoppere,0.0
2127,2280_01,Europa,False,B/92/S,TRAPPIST-1e,18.0,False,20.0,1064.0,0.0,0.0,11643.0,Lesat Femoused,0.0
2128,2281_01,Earth,False,E/136/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Rica Hoppers,1.0
2129,2282_01,Earth,,F/461/P,TRAPPIST-1e,20.0,False,0.0,544.0,1.0,0.0,378.0,Ellena Burtiz,0.0
2130,2284_01,Mars,False,F/463/P,TRAPPIST-1e,18.0,False,262.0,302.0,1127.0,4225.0,0.0,Poloos Butte,0.0
2131,2287_01,Earth,False,F/464/P,TRAPPIST-1e,37.0,False,0.0,1.0,0.0,219.0,,Shally Reyersendry,
2132,2288_01,Earth,False,E/163/S,TRAPPIST-1e,22.0,False,12.0,746.0,802.0,58.0,0.0,Dia Figuez,
2133,2289_01,Mars,False,F/465/P,TRAPPIST-1e,37.0,False,20.0,0.0,2559.0,20.0,0.0,Hary Jaff,
2134,2291_01,Earth,,G/365/S,55 Cancri e,6.0,False,0.0,0.0,0.0,,0.0,Patoya Pittler,0.0
2135,2291_02,Earth,False,G/365/S,TRAPPIST-1e,36.0,False,3.0,0.0,435.0,8.0,277.0,Nancey Pittler,0.0
2136,2291_03,Earth,False,F/445/S,55 Cancri e,46.0,False,426.0,37.0,0.0,0.0,568.0,,0.0
2137,2295_01,Earth,False,F/466/P,TRAPPIST-1e,75.0,False,0.0,0.0,1224.0,,1769.0,Melica Emenez,0.0
2138,2295_02,Earth,False,F/466/P,TRAPPIST-1e,37.0,False,0.0,8.0,70.0,360.0,258.0,Jillie Emenez,
2139,2296_01,Earth,True,G/369/P,TRAPPIST-1e,22.0,False,0.0,0.0,,0.0,0.0,Kencey Patteraley,1.0
2140,2298_01,Earth,False,F/467/P,PSO J318.5-22,33.0,False,270.0,412.0,1.0,,5.0,Thery Fredersend,0.0
2141,2299_01,Mars,False,F/448/S,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,Wealke Ramad,0.0
2142,2300_01,Europa,False,C/81/P,55 Cancri e,19.0,False,0.0,,0.0,0.0,8195.0,Genubik Alcemblery,
2143,2300_02,Europa,False,C/81/P,55 Cancri e,34.0,False,0.0,22.0,,3028.0,3768.0,Arid Alcemblery,0.0
2144,2301_01,Earth,False,F/449/S,TRAPPIST-1e,23.0,False,1010.0,0.0,33.0,10.0,0.0,Colly Hodgesss,
2145,2301_02,Earth,False,G/367/S,55 Cancri e,37.0,False,1508.0,,0.0,1.0,0.0,Weslie Hodgesss,
2146,2301_03,Earth,False,F/449/S,55 Cancri e,24.0,False,1367.0,0.0,1.0,0.0,0.0,Marine Hodgesss,0.0
2147,2302_01,Europa,False,A/18/P,TRAPPIST-1e,54.0,True,0.0,3381.0,0.0,4463.0,34.0,Sterion Dedometeel,0.0
2148,2303_01,Mars,False,F/468/P,55 Cancri e,52.0,False,1377.0,0.0,32.0,22.0,0.0,Beal Chort,1.0
2149,2305_01,Earth,True,G/368/S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,,
2150,2306_01,Europa,False,C/82/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Batenar Colensid,1.0
2151,2306_02,Europa,False,C/82/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Gomeron Colensid,1.0
2152,2306_03,Europa,False,C/82/P,TRAPPIST-1e,22.0,False,0.0,297.0,3.0,676.0,2924.0,Asellum Colensid,0.0
2153,2306_04,Europa,False,C/82/P,55 Cancri e,27.0,False,0.0,12077.0,0.0,75.0,0.0,Izarkab Ticiontral,1.0
2154,2306_05,Europa,True,C/82/P,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Bram Colensid,1.0
2155,2306_06,Europa,False,C/82/P,55 Cancri e,47.0,False,1320.0,428.0,4.0,24.0,0.0,Luxons Colensid,0.0
2156,2308_01,Europa,True,D/77/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Plas Pringrous,1.0
2157,2308_02,Europa,False,D/77/S,55 Cancri e,49.0,False,9.0,2426.0,95.0,1249.0,168.0,Beten Pringrous,
2158,2308_03,Europa,False,D/77/S,TRAPPIST-1e,33.0,False,0.0,2012.0,1.0,9124.0,4.0,Asellum Pringrous,0.0
2159,2308_04,Europa,False,D/77/S,TRAPPIST-1e,67.0,False,0.0,4715.0,0.0,599.0,6.0,Polluma Pringrous,1.0
2160,2309_01,Earth,True,G/371/P,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,Feryla Whitledges,0.0
2161,2310_01,Europa,True,D/68/P,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Alaron Holiabler,1.0
2162,2310_02,Europa,True,D/68/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Geons Holiabler,1.0
2163,2310_03,Europa,False,D/68/P,TRAPPIST-1e,59.0,False,0.0,2210.0,0.0,4085.0,11.0,Elebara Pleele,0.0
2164,2310_04,Europa,True,D/68/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Enibah Pleele,
2165,2311_01,Earth,False,G/372/P,TRAPPIST-1e,33.0,False,0.0,763.0,1.0,66.0,84.0,Elsane Cabrewsond,0.0
2166,2312_01,,True,G/369/S,TRAPPIST-1e,28.0,False,0.0,0.0,,0.0,0.0,Billex Sykess,0.0
2167,2313_01,Mars,False,F/469/P,TRAPPIST-1e,29.0,False,1365.0,0.0,791.0,210.0,0.0,Lish Kart,0.0
2168,2314_01,Earth,True,G/370/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Troyce Folemonley,0.0
2169,2315_01,Europa,True,B/67/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Murzima Singmage,1.0
2170,2316_01,Earth,True,G/371/S,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Shan Blange,1.0
2171,2317_01,Earth,False,G/372/S,TRAPPIST-1e,39.0,False,0.0,454.0,0.0,454.0,0.0,Ronia Gainebergan,0.0
2172,2318_01,Earth,False,F/470/P,TRAPPIST-1e,18.0,False,128.0,37.0,626.0,0.0,5.0,Lindy Bradamss,0.0
2173,2319_01,,True,G/373/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Evendy Estron,0.0
2174,2320_01,Earth,False,F/450/S,55 Cancri e,,False,0.0,760.0,0.0,21.0,23.0,Thel Francock,0.0
2175,2321_01,Earth,True,G/373/S,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Claura Petermandez,1.0
2176,2325_01,Earth,True,G/374/S,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Kimmie Hurchez,0.0
2177,2327_01,Europa,False,B/68/P,TRAPPIST-1e,32.0,False,0.0,4106.0,388.0,892.0,2.0,Alyat Oidederval,
2178,2329_01,Mars,True,F/472/P,TRAPPIST-1e,29.0,False,0.0,,0.0,0.0,0.0,Heersh Burry,1.0
2179,2332_01,Earth,False,F/453/S,TRAPPIST-1e,21.0,False,556.0,0.0,20.0,1589.0,0.0,Cellex Mccarry,0.0
2180,2333_01,Mars,False,E/137/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Igrish Fiha,0.0
2181,2336_01,Europa,True,A/30/S,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alhail Fulatorly,1.0
2182,2336_02,Europa,False,A/30/S,TRAPPIST-1e,44.0,True,1409.0,910.0,17.0,1452.0,3782.0,Wezna Fulatorly,0.0
2183,2338_01,Earth,True,G/376/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Elenay Moodman,1.0
2184,2338_02,Earth,False,F/474/P,TRAPPIST-1e,26.0,False,14.0,0.0,0.0,857.0,0.0,Julion Moodman,0.0
2185,2339_01,Mars,False,F/475/P,TRAPPIST-1e,46.0,False,1290.0,0.0,57.0,0.0,0.0,Book Shrie,0.0
2186,2340_01,Earth,False,F/454/S,PSO J318.5-22,24.0,False,0.0,0.0,648.0,0.0,0.0,Karlie Huntt,0.0
2187,2341_01,Earth,False,F/455/S,TRAPPIST-1e,15.0,False,0.0,785.0,0.0,0.0,0.0,Karlie Hubbarnett,1.0
2188,2345_01,Earth,True,G/378/S,PSO J318.5-22,53.0,False,0.0,,0.0,0.0,0.0,Evane Brightez,0.0
2189,2347_01,Earth,,F/477/P,55 Cancri e,28.0,False,613.0,22.0,0.0,0.0,0.0,Evaley Wellierras,0.0
2190,2347_02,Earth,True,G/377/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Janne Wellierras,1.0
2191,2347_03,Earth,True,G/377/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Ward Wellierras,
2192,2347_04,Earth,True,G/377/P,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Joanry Wellierras,1.0
2193,2347_05,Earth,True,G/377/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Lewise Wellierras,1.0
2194,2347_06,Earth,False,G/377/P,55 Cancri e,31.0,False,1.0,,2.0,605.0,0.0,Therry Wellierras,0.0
2195,2347_07,Earth,False,G/377/P,TRAPPIST-1e,9.0,False,,0.0,0.0,0.0,0.0,Fanna Wellierras,0.0
2196,2348_01,Europa,False,D/78/S,55 Cancri e,44.0,True,0.0,1223.0,78.0,1418.0,1239.0,Asellux Alaring,0.0
2197,2349_01,Earth,False,G/379/S,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,All Brookes,0.0
2198,2353_01,Earth,False,G/380/S,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,,0.0,Janney Morgerson,1.0
2199,2353_02,Earth,False,F/457/S,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,Lawren Morgerson,
2200,2356_01,Mars,False,D/80/S,TRAPPIST-1e,45.0,True,773.0,82.0,0.0,6.0,0.0,Koat Peane,0.0
2201,2356_02,Mars,True,D/80/S,TRAPPIST-1e,4.0,False,0.0,,0.0,0.0,0.0,Alls Peane,
2202,2356_03,Mars,True,D/80/S,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,Lios Peane,1.0
2203,2357_01,Earth,False,E/139/P,TRAPPIST-1e,20.0,False,0.0,409.0,994.0,215.0,0.0,Vandy Whitez,0.0
2204,2360_01,Earth,True,G/379/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Dorene Boyersons,1.0
2205,2361_01,Earth,True,G/380/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Belley,0.0
2206,2361_02,Earth,False,F/481/P,,29.0,False,0.0,0.0,792.0,0.0,0.0,Megany Belley,1.0
2207,2363_01,Europa,False,C/85/S,TRAPPIST-1e,28.0,False,2416.0,8926.0,41.0,1.0,462.0,Castab Unregul,1.0
2208,2364_01,Earth,False,G/381/P,TRAPPIST-1e,44.0,False,0.0,4.0,6.0,864.0,33.0,Sta Roachez,
2209,2365_01,Europa,True,D/71/P,TRAPPIST-1e,50.0,False,0.0,0.0,,0.0,0.0,Spuri Clunic,1.0
2210,2366_01,Mars,True,F/482/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Almone Raste,0.0
2211,2367_01,Earth,False,F/483/P,TRAPPIST-1e,19.0,False,0.0,0.0,1.0,644.0,0.0,Mela Brookes,0.0
2212,2368_01,Mars,False,E/141/P,TRAPPIST-1e,22.0,False,579.0,0.0,267.0,0.0,108.0,Prow Potte,0.0
2213,2369_01,Earth,False,F/484/P,TRAPPIST-1e,30.0,False,3.0,0.0,880.0,0.0,40.0,Netty Youngrayes,0.0
2214,2373_01,Europa,False,D/81/S,TRAPPIST-1e,36.0,False,0.0,4756.0,0.0,7818.0,96.0,Bens Aneetle,0.0
2215,2374_01,Mars,False,E/166/S,TRAPPIST-1e,20.0,False,464.0,0.0,1432.0,0.0,0.0,Gers Sames,
2216,2375_01,Earth,False,G/383/P,55 Cancri e,22.0,False,0.0,0.0,659.0,94.0,0.0,Jeroy Franankson,1.0
2217,2376_01,Earth,False,F/459/S,55 Cancri e,22.0,False,0.0,30.0,0.0,0.0,673.0,Harlos Coffmaney,0.0
2218,2377_01,Europa,True,C/83/P,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,Alark Noxiong,1.0
2219,2379_01,Earth,False,F/487/P,TRAPPIST-1e,35.0,False,194.0,0.0,678.0,0.0,0.0,Monard Grifford,0.0
2220,2382_01,Earth,False,F/488/P,55 Cancri e,41.0,False,0.0,33.0,0.0,1324.0,0.0,,0.0
2221,2384_01,Earth,True,G/383/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Paulah Cleachrand,
2222,2384_02,Earth,True,G/383/S,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Landa Cleachrand,0.0
2223,2384_03,Earth,False,G/383/S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Cathya Pollarkeeks,
2224,2384_04,Earth,False,G/383/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Loreen Cleachrand,1.0
2225,2384_05,Earth,True,G/383/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,,0.0,Ronia Pollarkeeks,
2226,2384_06,Earth,,G/383/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Lerome Cleachrand,0.0
2227,2384_07,,True,,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Neila Pollarkeeks,
2228,2385_01,Mars,False,F/461/S,TRAPPIST-1e,23.0,False,1773.0,0.0,78.0,0.0,3.0,Jacats Pité,0.0
2229,2387_01,Earth,False,E/142/P,TRAPPIST-1e,58.0,False,,400.0,0.0,690.0,490.0,Debony Estiagosen,1.0
2230,2389_01,Earth,False,G/384/S,TRAPPIST-1e,22.0,False,0.0,46.0,0.0,676.0,0.0,Annon Solon,0.0
2231,2390_01,Earth,,G/385/P,TRAPPIST-1e,24.0,False,0.0,0.0,,59.0,4120.0,Joelan Burrilllins,0.0
2232,2391_01,Earth,False,E/143/P,TRAPPIST-1e,20.0,False,768.0,19.0,0.0,1.0,0.0,Chery Hendrys,0.0
2233,2392_01,,True,G/386/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Isaacy Salin,
2234,2395_01,Earth,False,G/387/P,TRAPPIST-1e,49.0,False,712.0,1.0,0.0,0.0,,Olgary Toddleton,0.0
2235,2396_01,Earth,False,E/168/S,TRAPPIST-1e,46.0,False,0.0,557.0,0.0,287.0,781.0,Deaney Handertiz,0.0
2236,2396_02,Earth,False,G/386/S,TRAPPIST-1e,30.0,False,854.0,0.0,30.0,0.0,0.0,Sallie Handertiz,0.0
2237,2397_01,Earth,False,G/387/S,55 Cancri e,36.0,False,0.0,810.0,0.0,0.0,0.0,Elenna Raney,0.0
2238,2398_01,Earth,False,F/490/P,TRAPPIST-1e,21.0,False,0.0,780.0,44.0,0.0,5.0,Loresa Barnolaney,0.0
2239,2399_01,Mars,False,E/169/S,TRAPPIST-1e,25.0,True,854.0,0.0,319.0,0.0,0.0,Stisps Sin,0.0
2240,2401_01,Earth,True,G/388/P,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,Luise Francock,1.0
2241,2402_01,Earth,True,G/389/P,TRAPPIST-1e,13.0,False,0.0,0.0,,0.0,0.0,Glenna Valezaley,0.0
2242,2403_01,Earth,False,G/388/S,,25.0,False,7.0,0.0,0.0,877.0,0.0,Antony Frederry,0.0
2243,2404_01,Europa,False,C/86/S,TRAPPIST-1e,29.0,False,0.0,544.0,7.0,2650.0,1561.0,Scharab Disheract,0.0
2244,2404_02,Europa,True,C/86/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Alatik Disheract,1.0
2245,2404_03,Europa,False,C/86/S,55 Cancri e,36.0,False,828.0,5553.0,130.0,47.0,1171.0,Girtan Oilpuring,
2246,2404_04,,True,C/86/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Dira Disheract,
2247,2406_01,Mars,True,F/465/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Cornys Pie,1.0
2248,2409_01,Earth,False,F/492/P,55 Cancri e,22.0,False,292.0,395.0,0.0,0.0,3.0,Briam Pottonalden,0.0
2249,2409_02,Earth,True,G/390/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Eulahy Pottonalden,
2250,2410_01,Earth,True,G/391/P,TRAPPIST-1e,43.0,False,0.0,0.0,,0.0,0.0,Dia Beckeetter,1.0
2251,2411_01,Earth,False,F/493/P,TRAPPIST-1e,29.0,False,19.0,2115.0,17.0,,0.0,Brinez Howenters,
2252,2412_01,Earth,True,G/392/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Rone Bertsontry,
2253,2413_01,Earth,True,G/390/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Tyrona Barnoldeney,1.0
2254,2414_01,Europa,False,T/1/P,TRAPPIST-1e,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,Mergak Headfair,0.0
2255,2416_01,Earth,False,G/391/S,TRAPPIST-1e,43.0,False,9.0,0.0,1079.0,0.0,729.0,Lesley Nolds,0.0
2256,2417_01,Earth,False,G/393/P,TRAPPIST-1e,32.0,False,11.0,31.0,0.0,836.0,9.0,Shanya Mcgowaymond,0.0
2257,2419_01,Earth,True,G/394/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Eriney Mclainez,1.0
2258,2421_01,Mars,False,E/145/P,TRAPPIST-1e,22.0,,0.0,0.0,0.0,0.0,0.0,Comats Sepie,1.0
2259,2423_01,Earth,True,G/395/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Bonya Boltond,0.0
2260,2424_01,Earth,False,G/393/S,TRAPPIST-1e,34.0,False,34.0,223.0,1559.0,0.0,0.0,Hanna Fishopper,
2261,2426_01,Mars,True,F/466/S,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Gine,1.0
2262,2426_02,Mars,True,F/466/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Kies Gine,1.0
